count,sku,name,web_name,slug,price,price_unit,currency_symbol,image_url,ingredients,dosage_form,brand,specification,category_names,category_slugs,is_active,is_publish,search_scoring,product_ranking,link,category,skip_count
63,00038881,NƯỚC YẾN SÀO CAO CẤP CHO TRẺ EM NUNEST KID LỐC 3+1 70ML,Nước Yến Sào Cao Cấp Cho Trẻ Em Nunest Kid Lốc 3+1 (70ml),cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-cho-tre-em-nunest-kid-tang-cuong-suc-khoe-an-ngon-loc-3-1-70-ml.html,132000.0,Lốc,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05061_841dc11199.jpg,"Yến sào chưng sẵn 15%, Betaglucan 42.8mg, Lysine 85.7mg, Vitamin D3 7mcg, Nước , Đường phèn , Sucrose , Canxi lactate , Chất ổn định , Hương tổng hợp , Chất bảo quản ",,Nunest,Lốc 4 Hũ x 70ml,Chăm sóc cá nhân | Thực phẩm - Đồ uống | Nước Yến,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong | cham-soc-ca-nhan/nuoc-yen,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-cho-tre-em-nunest-kid-tang-cuong-suc-khoe-an-ngon-loc-3-1-70-ml.html,cham-soc-ca-nhan,0
64,00502882,NƯỚC SÂM NGUYÊN CỦ ACHIMMADANG INBOSAM BIOK KOREA ROOT DKINK 10 CHAI X 120ML,Nước Sâm Nguyên Củ Achimmadang Inbosam Biok Korea Root Drink (10 chai x 120ml),cham-soc-ca-nhan/nuoc-sam-nguyen-cu-achimmadang-inbosam-biok-korea-root-dkink-10-chai-x-120ml-37190.html,500000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00502882_nuoc_sam_nguyen_cu_achimmadang_inbosam_biok_korea_root_dkink_10_chai_x_120ml_2001_6396_large_10523086de.jpg,"Nước 83.065%, Đường 14%, Củ nhân sâm 3.5%, Chất điều chỉnh độ acid 0.25%, Chất bảo quản 0.04%, Acid malic 0.03%, Hương thảo mộc 0.05%, màu caramel 0.01%, Niacinamide 0.003%, Vitamin B1 0.002%, Trisodium-citrate 0.05%",,Biok,Hộp 10 Chai x 1200ml,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-sam-nguyen-cu-achimmadang-inbosam-biok-korea-root-dkink-10-chai-x-120ml-37190.html,cham-soc-ca-nhan,0
65,00501595,"DUNG DỊCH VỆ SINH PHỤ NỮ FEMFRESH INTIMATE SKIN CARE ACTIVE WASH LÀM SẠCH, KHỬ MÙI 250ML","Dung dịch vệ sinh phụ nữ Femfresh Intimate Skin Care Active Wash làm sạch, khử mùi (250ml)",cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu-femfresh-intima-skin-care-active-wash-250ml-35758.html,198000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00501595_dung_dich_ve_sinh_phu_nu_femfresh_intima_skin_care_active_wash_250ml_4968_63ab_large_3fca38e357.jpg,"Aqua/ Water , Sodium Laureth Sulfate , Sodium Chloride , Glycol Distearate , Cocamidopropyl betaine , Triethyl citrate , Parfum , Glycerin , Laureth-4 , Polyquaternium-39 , Dichlorobenzyl alcohol , Chiết xuất Citrus Aurantium , Hamamelis Virginiana (Witch Hazel) Extract , Panax ginseng root extract , Citric Acid , Silver citrate , Potassium sorbate , Maltodextrin , Sodium benzoate , Lactic Acid , Sodium lactate , Aloe barbadensis leaf extract , Sodium hydroxide , Calendula Officinalis Flower Extract ",Dung dịch,Church & Dwight,Chai x 250ml,Chăm sóc cá nhân | Vệ sinh cá nhân | Dung dịch vệ sinh phụ nữ,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu-femfresh-intima-skin-care-active-wash-250ml-35758.html,cham-soc-ca-nhan,0
66,00032927,TINH DẦU XÔNG GIẢI CẢM - THẢI ĐỘC THẢO NGUYÊN 500ML,"Tinh dầu xông Thảo Nguyên giải cảm, thải độc ngừa bệnh lây qua đường hô hấp (500ml)",cham-soc-ca-nhan/tinh-dau-xong-giai-cam-thai-doc-thao-nguyen-500ml-33044.html,189000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00032927_tinh_dau_xong_giai_cam_thai_doc_thao_nguyen_500ml_8669_62af_large_660baa5906.jpg,"Tinh dầu khuynh diệp , Tinh dầu hương nhu , Tinh dầu tràm , Tinh dầu hương Thảo , Ngải cứu , Kinh giới , Xuyên tâm liên , Cúc tần , Ngũ trảo , Tinh Dầu Vỏ Chanh , Cỏ Xạ Hương ",,Thảo Nguyên,Chai,Chăm sóc cá nhân | Tinh dầu các loại | Tinh dầu xông,cham-soc-ca-nhan | cham-soc-ca-nhan/tinh-dau-cac-loai | cham-soc-ca-nhan/tinh-dau-xong,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/tinh-dau-xong-giai-cam-thai-doc-thao-nguyen-500ml-33044.html,cham-soc-ca-nhan,0
67,00018654,BCS SAGAMI ARE ARE CÓ GÂN VÀ CHẤM NỔI 5 CÁI,Bao cao su Sagami Are - Are có gân và chấm nổi  phòng tránh thai và các bệnh lây qua đường tình dục (5 cái),cham-soc-ca-nhan/bcs-sagami-are-are-co-gan-va-cham-noi-5-cai-19955.html,75000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00018654_bcs_sagami_500_are_are_5_cai_7775_63d7_large_e928bce495.jpg,"Chất bôi trơn , Cao su tinh chế ",,SAGAMI,Hộp 5 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bcs-sagami-are-are-co-gan-va-cham-noi-5-cai-19955.html,cham-soc-ca-nhan,0
68,00018655,"BCS SAGAMI TYPE E MÀU XANH, CÓ GÂN, GAI 1 LẦN THẮT 5 CÁI",Bao cao su Sagami Type E màu xanh có gân gai phòng tránh thai và bệnh lây qua đường tình dục (5 cái),cham-soc-ca-nhan/bcs-sagami-type-e-mau-xanh-co-gan-gai-1-lan-that-5-cai-19969.html,75000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/00018655_bcs_sagami_type_e_5_cai_6429_63d7_large_52daa51641.jpg,Cao su tinh chế ,,SAGAMI,Hộp 5 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bcs-sagami-type-e-mau-xanh-co-gan-gai-1-lan-that-5-cai-19969.html,cham-soc-ca-nhan,0
69,00022042,"DUNG DỊCH VỆ SINH PHỤ NỮ NATURAL FEMININE CURCUMIN WASH GIÚP LÀM SẠCH, KHỬ MÙI VÙNG KÍN 100ML","Dung dịch vệ sinh phụ nữ Natural Feminine Curcumin Wash giúp làm sạch, khử mùi vùng kín (100ml)",cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu-natural-feminine-curcumin-wash-100ml-22384.html,62000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09159_d3658f45cd.png,"Curcumin , Piper betle extract , Tocopherol , Sodium Laureth Sulfate , Cocamidopropyl betaine , Olive Oil PEG-7 Esters , Sodium lactate , Sodium Gluconate , Lactic Acid , Gluconolactone , Glycerol , Undaria pinnatifida , Sodium clorid ",,Natural Feminine,Chai,Chăm sóc cá nhân | Vệ sinh cá nhân | Dung dịch vệ sinh phụ nữ,cham-soc-ca-nhan | cham-soc-ca-nhan/ve-sinh-ca-nhan | cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu,True,True,100,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/dung-dich-ve-sinh-phu-nu-natural-feminine-curcumin-wash-100ml-22384.html,cham-soc-ca-nhan,0
70,00048193,MẬT ONG GỪNG VÀ GIẤM TÁO MIELE 250G,Mật Ong Gừng Và Giấm Táo Miele (250g),cham-soc-ca-nhan/mat-ong-gung-va-giam-tao-miele-250-g.html,194000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/11_652eaab182.png,"Mật ong , Gừng , Giấm táo ",,MIELE,Hộp,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/mat-ong-gung-va-giam-tao-miele-250-g.html,cham-soc-ca-nhan,0
71,00048192,MẬT ONG CURCUMIN MIELE 250G,Mật Ong Curcumin Miele (250g),cham-soc-ca-nhan/mat-ong-curcumin-miele-250-g.html,215000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_01306_17b851b929.jpg,"Mật ong 95.97%, Curcumin 4%, Piperine 0.03%",,MIELE,Hộp,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/mat-ong-curcumin-miele-250-g.html,cham-soc-ca-nhan,0
72,00047618,NƯỚC UỐNG GIẢI RƯỢU HUTKAE POWDER KWANGDONG 10 CHAI X 100ML,Nước Uống Giải Rượu Hutkae Powder Kwangdong (10 chai x 100ml),cham-soc-ca-nhan/nuoc-uong-giai-ruou-hutkae-powder-kwangdong-10-chai-x-100-ml-2.html,560000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08108_d4bd21f6ae.jpg,"Nước tinh khiết , Fructose , Maltitol syrup , Chiết xuất từ trái cây sồi cô đặc , Nước táo cô đặc , Cô đặc trái cây bồ công anh , Mật ong , chiết xuất mầm gạo , Taurine , Betacyclodextrin , Axit citric , Trisodium citrate , Lô hội , Pectin , Vitamin B1 , Vitamin B2 ",Dung dịch uống,Kwang Dong,Hộp 10 Chai,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-uong-giai-ruou-hutkae-powder-kwangdong-10-chai-x-100-ml-2.html,cham-soc-ca-nhan,0
73,00047425,BỘT ĐẬU ĐEN CỎ MỰC NGUYÊN CHẤT DATINO 15 GÓI X 3G,Bột Đậu Đen Cỏ Mực Nguyên Chất Datino (15 gói x 3g),cham-soc-ca-nhan/bot-dau-den-co-muc-nguyen-chat-datino-15-goi-x-3-g.html,125000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02099_c8adc961c0.jpg,"Bột Đậu Đen 1.8g, Bột Cỏ Mực 1.2g",Dạng bột,Datino,Hộp 15 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bot-dau-den-co-muc-nguyen-chat-datino-15-goi-x-3-g.html,cham-soc-ca-nhan,0
74,00047424,BỘT TÍA TÔ NGUYÊN CHẤT DATINO 15 GÓI X 3G,Bột Tía Tô Nguyên Chất Datino (15 gói x 3g),cham-soc-ca-nhan/bot-tia-to-nguyen-chat-datino-15-goi-x-3-g.html,115000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02089_f2e8d8752b.jpg,Bột tía tô ,Dạng bột,Datino,Hộp 15 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bot-tia-to-nguyen-chat-datino-15-goi-x-3-g.html,cham-soc-ca-nhan,0
75,00047423,BỘT CỦ DỀN NGUYÊN CHẤT DATINO 15 GÓI X 3G,Bột củ dền nguyên chất Datino (15 gói x 3g),cham-soc-ca-nhan/bot-cu-den-nguyen-chat-datino-15-goi-x-3-g.html,115000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02027_3a71b0d02b.jpg,Bột Củ Dền ,Dạng bột,Datino,Hộp 15 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bot-cu-den-nguyen-chat-datino-15-goi-x-3-g.html,cham-soc-ca-nhan,0
76,00045302,"COLLAGEN CONDITION BEYOU AMPOULE 10,000MG 10 CHAI","Thực phẩm bổ sung Collagen Condition Beyou Ampoule 10,000mg (10 chai)",cham-soc-ca-nhan/collagen-condition-beyou-ampoule-10-000-mg-10-chai.html,870000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08098_a8caaa2d58.jpg,"Nước tinh khiết , Collagen thủy phân siêu phân tử từ cá 10000mg, Nước ép cô đặc từ quả anh đào Tart Montmorency 500mg, Nước ép cô đặc từ quả đào 2000mg, Nước ép cô đặc từ 7 loại quá Berry 1000mg, Bột chiết xuất Đông trùng hạ thảo 200mg",Dung dịch uống,Kolmar,Hộp 10 Chai,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/collagen-condition-beyou-ampoule-10-000-mg-10-chai.html,cham-soc-ca-nhan,0
77,00045246,BAO CAO SU OKAMOTO SKINLESS SKIN SIÊU BÔI TRƠN KHÔNG MÙI HỘP 10 CÁI,"Bao cao su Okamoto Skinless skin super lubricative siêu mỏng, dẻo dai và mềm mại (10 cái)",cham-soc-ca-nhan/bao-cao-su-okamoto-skinless-skin-sieu-boi-tron-khong-mui-hop-10-cai.html,108000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02462_cb68b5f857.jpg,Cao su thiên nhiên ,,OKAMOTO,Hộp 10 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bao-cao-su-okamoto-skinless-skin-sieu-boi-tron-khong-mui-hop-10-cai.html,cham-soc-ca-nhan,0
78,00045245,BAO CAO SU OKAMOTO SKINLESS SKIN ORANGE SIÊU BÔI TRƠN HƯƠNG CAM HỘP 10 CÁI,"Bao cao su Okamoto Skinless skin Orange mềm mại, dẻo dai (10 cái)",cham-soc-ca-nhan/bao-cao-su-okamoto-skinless-skin-orange-sieu-boi-tron-huong-cam-hop-10-cai.html,102000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02474_64e9c08df7.jpg,Cao su thiên nhiên ,,OKAMOTO,Hộp 10 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bao-cao-su-okamoto-skinless-skin-orange-sieu-boi-tron-huong-cam-hop-10-cai.html,cham-soc-ca-nhan,0
79,00045244,BAO CAO SU OKAMOTO SKINLESS SKIN VANILLA HƯƠNG VANI HỘP 10 CÁI,"Bao cao su Okamoto Skinless skin Vanilla mềm mại, dẻo dai (10 cái)",cham-soc-ca-nhan/bao-cao-su-okamoto-skinless-skin-vanilla-huong-vani-hop-10-cai.html,88000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02452_b512712b85.jpg,Cao su thiên nhiên ,,OKAMOTO,Hộp 10 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bao-cao-su-okamoto-skinless-skin-vanilla-huong-vani-hop-10-cai.html,cham-soc-ca-nhan,0
80,00045243,BAO CAO SU OKAMOTO DOT DE COOL GAI TƯƠI MÁT HỘP 3 CÁI,Bao cao su Okamoto Dot De Cool mang đến cảm giác mát lạnh sảng khoái (3 cái),cham-soc-ca-nhan/bao-cao-su-okamoto-dot-de-cool-gai-tuoi-mat-hop-3-cai.html,83000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02488_aa39c8be63.jpg,Cao su thiên nhiên ,,OKAMOTO,Hộp 3 Cái,Chăm sóc cá nhân | Hỗ trợ tình dục | Bao cao su,cham-soc-ca-nhan | cham-soc-ca-nhan/ho-tro-tinh-duc | cham-soc-ca-nhan/bao-cao-su,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bao-cao-su-okamoto-dot-de-cool-gai-tuoi-mat-hop-3-cai.html,cham-soc-ca-nhan,0
81,00044200,THỰC PHẨM BỔ SUNG GU GEL LIQUIDENERGY STRAWBERRY BANANA 60G,Thực phẩm bổ sung GU Gel Liquid Energy Strawberry Banana 60g bổ sung năng lượng trong các hoạt động thể thao,cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-strawberry-banana-60-g.html,59000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/5_53d0b78d79.jpg,"Nước , Maltodextrin , Fructose , L-Leucine , Hương dâu tự nhiên , Acid citric , Trinatri Citrat , Chiết xuất lá chè xanh , Muối biển , L-Valine , Gellan Gum , L-Isoleucine , Hương chuối tự nhiên , Nước ép dâu và chuối cô đặc ",Nhũ tương (Gel),GU,Lốc 12 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-strawberry-banana-60-g.html,cham-soc-ca-nhan,0
82,00044199,THỰC PHẨM BỔ SUNG GU GEL LIQUIDENERGY ORANGE 60G,Thực phẩm bổ sung GU Gel Liquid Energy Orange 60g bổ sung năng lượng trong các hoạt động thể thao,cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-orange-60-g.html,59000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/1_51668f1475.jpg,"Nước , Maltodextrin , Fructose , L-Leucine , Hương cam tự nhiên , Acid citric , Trinatri Citrat , Chiết xuất lá chè xanh , Muối biển , L-Valine , Gellan Gum , L-Isoleucine , Phẩm màu tự nhiên chiết xuất ớt paprika ",Nhũ tương (Gel),GU,Lốc 12 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-orange-60-g.html,cham-soc-ca-nhan,0
83,00044198,THỰC PHẨM BỔ SUNG GU GEL LIQUIDENERGY LEMONADE 60G,Thực phẩm bổ sung GU Gel Liquid Energy Lemonade 60g bổ sung năng lượng trong các hoạt động thể thao ,cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-lemonade-60-g.html,59000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/4_930a5117b6.jpg,"Nước , Maltodextrin , Fructose , L-Leucine , hương chanh tự nhiên , Acid citric , Trinatri Citrat , Chiết xuất lá chè xanh , Muối biển , L-Valine , Gellan Gum , L-Isoleucine ",Nhũ tương (Gel),GU,Lốc 12 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-lemonade-60-g.html,cham-soc-ca-nhan,0
84,00044197,THỰC PHẨM BỔ SUNG GU GEL LIQUIDENERGY COFFEE 60G,Thực phẩm bổ sung GU Gel Liquid Energy Coffee 60g bổ sung năng lượng trong các hoạt động thể thao,cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-coffee-60-g.html,59000.0,Gói,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/5_992722cd40.jpg,"Nước , Maltodextrin , Fructose , L-Leucine , Hương cà phê tự nhiên , Acid citric , Trinatri Citrat , Chiết xuất lá chè xanh , Muối biển , L-Valine , Gellan Gum , L-Isoleucine ",Nhũ tương (Gel),GU,Lốc 12 Gói,Chăm sóc cá nhân | Thực phẩm - Đồ uống,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/thuc-pham-bo-sung-gu-gel-liquidenergy-coffee-60-g.html,cham-soc-ca-nhan,0
85,00044164,BÀN CHẢI ĐÁNH RĂNG TRẺ EM ORAL-B VITALITY D12 DISNEY FROZEN - SẠC ĐIỆN,Bàn chải đánh răng trẻ em sạc điện Oral-B Vitality D12 Disney Frozen giúp làm sạch mảng bám trên răng một cách toàn diện,cham-soc-ca-nhan/ban-chai-danh-rang-tre-em-oral-b-vitality-d12-disney-frozen-sac-dien.html,999000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09730_6ca1ccf34c.png,"Nhựa , PA , TPE , POM , PIN ",,Oral-B,Hộp,Chăm sóc cá nhân | Đồ dùng gia đình | Đồ dùng cho bé,cham-soc-ca-nhan | cham-soc-ca-nhan/do-dung-gia-dinh | cham-soc-ca-nhan/do-dung-cho-be,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/ban-chai-danh-rang-tre-em-oral-b-vitality-d12-disney-frozen-sac-dien.html,cham-soc-ca-nhan,0
86,00044163,BÀN CHẢI ĐÁNH RĂNG TRẺ EM ORAL-B VITALITY D12 DISNEY CARS - SẠC ĐIỆN,Bàn chải đánh răng trẻ em sạc điện Oral-B Vitality D12 Disney Cars giúp làm sạch mảng bám trên răng một cách toàn diện,cham-soc-ca-nhan/ban-chai-danh-rang-tre-em-oral-b-vitality-d12-disney-cars-sac-dien.html,999000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02831_34742d5e13.jpg,"Nhựa , PA , TPE , POM , PIN ",,Oral-B,Hộp,Chăm sóc cá nhân | Đồ dùng gia đình | Đồ dùng cho bé,cham-soc-ca-nhan | cham-soc-ca-nhan/do-dung-gia-dinh | cham-soc-ca-nhan/do-dung-cho-be,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/ban-chai-danh-rang-tre-em-oral-b-vitality-d12-disney-cars-sac-dien.html,cham-soc-ca-nhan,0
87,00044159,ĐẦU CHẢI RĂNG NGƯỜI LỚN ORAL-B ULTRATHIN,"Đầu chải răng người lớn Oral-B Ultrathin EB60 hỗ trợ làm sạch các mảng bám cứng đầu trên răng, chăm sóc nướu răng",cham-soc-ca-nhan/dau-chai-rang-nguoi-lon-oral-b-ultrathin-eb-60.html,440000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_04213_72bf91f682.jpg,Nhựa ,,Oral-B,Hộp,Chăm sóc cá nhân | Chăm sóc răng miệng | Chăm sóc răng,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/cham-soc-rang,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/dau-chai-rang-nguoi-lon-oral-b-ultrathin-eb-60.html,cham-soc-ca-nhan,0
88,00044158,BÀN CHẢI ĐÁNH RĂNG ĐIỆN ORAL-B VITALITY D12.513,"Bàn chải điện Oral-B Vitality Ultrathin D12.513 giúp làm sạch mảng bám trên răng, loại bỏ các vết ố răng",cham-soc-ca-nhan/ban-chai-danh-rang-dien-oral-b-vitality-ultrathin-d12-513.html,999000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00212_075b7f4e1d.jpg,"PIN , POM , TPE , Polypropylen , polyamide ",,Oral-B,Hộp,Chăm sóc cá nhân | Chăm sóc răng miệng | Bàn chải điện,cham-soc-ca-nhan | cham-soc-ca-nhan/cham-soc-rang-mieng | cham-soc-ca-nhan/ban-chai-dien,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/ban-chai-danh-rang-dien-oral-b-vitality-ultrathin-d12-513.html,cham-soc-ca-nhan,0
89,00043049,NƯỚC YẾN SÀO CAO CẤP NUNEST DETOX HẠT CHIA 5% YẾN 6 CHAI X 185ML,Nước Yến Sào Cao Cấp Nunest Detox Hạt Chia 5% Yến (6 chai x 185ml),cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-nunest-detox-hat-chia-5-yen-6-chai-x-185-ml-1.html,180000.0,Lốc,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_08485_0fcdce00c2.jpg,"Nước , Yến sào chưng sẵn đường ăn kiêng , Maltitol , Canxi lactat , Chất ổn định , Isomalt , Collagen peptide , Hương tổng hợp , Hạt chia , Chất tạo ngọt tự nhiên , axit hyaluronic ",,Nunest,Lốc 6 Chai,Chăm sóc cá nhân | Thực phẩm - Đồ uống | Nước Yến,cham-soc-ca-nhan | cham-soc-ca-nhan/thuc-pham-do-uong | cham-soc-ca-nhan/nuoc-yen,True,True,90,0,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/nuoc-yen-sao-cao-cap-nunest-detox-hat-chia-5-yen-6-chai-x-185-ml-1.html,cham-soc-ca-nhan,0
